memory file = ../riscvn.mem
program counter = 0000000c(12)
stack address = 4096
debugtype = 3
ram[00000000]  = 00000417(32) ; 00000000 -> 00000417 
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 0000ffff : t2 -> 0000ffff : 
: s0 -> 000003d8 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000003f0] -> 00000417
[INST] inst fetched from 000003f0 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 000003f4(1012) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 0000ffff : t2 -> 0000ffff : 
: s0 -> 000003f0 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000003f4] -> fe04a623
[INST] inst fetched from 000003f4 -> fe04a623
[STORE] fe04a623 : rs1 9(00010000), rs2 0(00000000), funct3 2, imm fec
ram[0000ffec]  = 00000000(32) ; 00000000 -> 00000000 
: pc -> 000003f8(1016) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 0000ffff : t2 -> 0000ffff : 
: s0 -> 000003f0 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000003f8] -> f5500313
[INST] inst fetched from 000003f8 -> f5500313
[REGIMM] f5500313 : rd 6, rs1 0(00000000), funct3 0, funct7 7a, imm f55
: pc -> 000003fc(1020) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffff55 : t2 -> 0000ffff : 
: s0 -> 000003f0 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000003fc] -> fe648623
[INST] inst fetched from 000003fc -> fe648623
[STORE] fe648623 : rs1 9(00010000), rs2 6(ffffff55), funct3 0, imm fec
[ERROR] value passed to memwrite8u is more than 8-bits ffffff55, truncating to 55
ram[0000ffec]  = 00000055(08) ; 00000000 -> 00000055 
: pc -> 00000400(1024) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffff55 : t2 -> 0000ffff : 
: s0 -> 000003f0 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000400] -> fec4a383
[INST] inst fetched from 00000400 -> fec4a383
[LOAD] fec4a383 : rd 7, rs1 9(00010000), funct3 2, imm fec
ram[0000ffec] -> 00000055
: pc -> 00000404(1028) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffff55 : t2 -> 00000055 : 
: s0 -> 000003f0 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000404] -> 05500313
[INST] inst fetched from 00000404 -> 05500313
[REGIMM] 05500313 : rd 6, rs1 0(00000000), funct3 0, funct7 2, imm 55
: pc -> 00000408(1032) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000055 : t2 -> 00000055 : 
: s0 -> 000003f0 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000408] -> 28731663
[INST] inst fetched from 00000408 -> 28731663
[BRANCH] 28731663 : rs1 6(00000055), rs2 7(00000055), funct3 1, brimm 28c
: pc -> 0000040c(1036) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000055 : t2 -> 00000055 : 
: s0 -> 000003f0 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000040c] -> 00000417
[INST] inst fetched from 0000040c -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000410(1040) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000055 : t2 -> 00000055 : 
: s0 -> 0000040c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000410] -> fe04a623
[INST] inst fetched from 00000410 -> fe04a623
[STORE] fe04a623 : rs1 9(00010000), rs2 0(00000000), funct3 2, imm fec
ram[0000ffec]  = 00000000(32) ; 00000055 -> 00000000 
: pc -> 00000414(1044) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000055 : t2 -> 00000055 : 
: s0 -> 0000040c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000414] -> faa00313
[INST] inst fetched from 00000414 -> faa00313
[REGIMM] faa00313 : rd 6, rs1 0(00000000), funct3 0, funct7 7d, imm faa
: pc -> 00000418(1048) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffffaa : t2 -> 00000055 : 
: s0 -> 0000040c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000418] -> fe648623
[INST] inst fetched from 00000418 -> fe648623
[STORE] fe648623 : rs1 9(00010000), rs2 6(ffffffaa), funct3 0, imm fec
[ERROR] value passed to memwrite8u is more than 8-bits ffffffaa, truncating to aa
ram[0000ffec]  = 000000aa(08) ; 00000000 -> 000000aa 
: pc -> 0000041c(1052) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffffaa : t2 -> 00000055 : 
: s0 -> 0000040c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000041c] -> fec4a383
[INST] inst fetched from 0000041c -> fec4a383
[LOAD] fec4a383 : rd 7, rs1 9(00010000), funct3 2, imm fec
ram[0000ffec] -> 000000aa
: pc -> 00000420(1056) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffffaa : t2 -> 000000aa : 
: s0 -> 0000040c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000420] -> 0aa00313
[INST] inst fetched from 00000420 -> 0aa00313
[REGIMM] 0aa00313 : rd 6, rs1 0(00000000), funct3 0, funct7 5, imm aa
: pc -> 00000424(1060) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 000000aa : t2 -> 000000aa : 
: s0 -> 0000040c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000424] -> 26731863
[INST] inst fetched from 00000424 -> 26731863
[BRANCH] 26731863 : rs1 6(000000aa), rs2 7(000000aa), funct3 1, brimm 270
: pc -> 00000428(1064) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 000000aa : t2 -> 000000aa : 
: s0 -> 0000040c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000428] -> 00000417
[INST] inst fetched from 00000428 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 0000042c(1068) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 000000aa : t2 -> 000000aa : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000042c] -> fe04a623
[INST] inst fetched from 0000042c -> fe04a623
[STORE] fe04a623 : rs1 9(00010000), rs2 0(00000000), funct3 2, imm fec
ram[0000ffec]  = 00000000(32) ; 000000aa -> 00000000 
: pc -> 00000430(1072) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 000000aa : t2 -> 000000aa : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000430] -> ffff5337
[INST] inst fetched from 00000430 -> ffff5337
[LUI] ffff5337 : rd 6, upperimm ffff5000
: pc -> 00000434(1076) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffff5000 : t2 -> 000000aa : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000434] -> 55530313
[INST] inst fetched from 00000434 -> 55530313
[REGIMM] 55530313 : rd 6, rs1 6(ffff5000), funct3 0, funct7 2a, imm 555
: pc -> 00000438(1080) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffff5555 : t2 -> 000000aa : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000438] -> fe649623
[INST] inst fetched from 00000438 -> fe649623
[STORE] fe649623 : rs1 9(00010000), rs2 6(ffff5555), funct3 1, imm fec
[ERROR] value passed to memwrite16u is more than 16-bits ffff5555, truncating to 5555
ram[0000ffec]  = 00005555(16) ; 00000000 -> 00005555 
: pc -> 0000043c(1084) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffff5555 : t2 -> 000000aa : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000043c] -> fec4a383
[INST] inst fetched from 0000043c -> fec4a383
[LOAD] fec4a383 : rd 7, rs1 9(00010000), funct3 2, imm fec
ram[0000ffec] -> 00005555
: pc -> 00000440(1088) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffff5555 : t2 -> 00005555 : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000440] -> 00005337
[INST] inst fetched from 00000440 -> 00005337
[LUI] 00005337 : rd 6, upperimm 5000
: pc -> 00000444(1092) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00005000 : t2 -> 00005555 : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000444] -> 55530313
[INST] inst fetched from 00000444 -> 55530313
[REGIMM] 55530313 : rd 6, rs1 6(00005000), funct3 0, funct7 2a, imm 555
: pc -> 00000448(1096) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00005555 : t2 -> 00005555 : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000448] -> 24731663
[INST] inst fetched from 00000448 -> 24731663
[BRANCH] 24731663 : rs1 6(00005555), rs2 7(00005555), funct3 1, brimm 24c
: pc -> 0000044c(1100) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00005555 : t2 -> 00005555 : 
: s0 -> 00000428 : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000044c] -> 00000417
[INST] inst fetched from 0000044c -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000450(1104) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00005555 : t2 -> 00005555 : 
: s0 -> 0000044c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000450] -> fe04a623
[INST] inst fetched from 00000450 -> fe04a623
[STORE] fe04a623 : rs1 9(00010000), rs2 0(00000000), funct3 2, imm fec
ram[0000ffec]  = 00000000(32) ; 00005555 -> 00000000 
: pc -> 00000454(1108) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00005555 : t2 -> 00005555 : 
: s0 -> 0000044c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000454] -> ffffb337
[INST] inst fetched from 00000454 -> ffffb337
[LUI] ffffb337 : rd 6, upperimm ffffb000
: pc -> 00000458(1112) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffb000 : t2 -> 00005555 : 
: s0 -> 0000044c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000458] -> aaa30313
[INST] inst fetched from 00000458 -> aaa30313
[REGIMM] aaa30313 : rd 6, rs1 6(ffffb000), funct3 0, funct7 55, imm aaa
: pc -> 0000045c(1116) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffaaaa : t2 -> 00005555 : 
: s0 -> 0000044c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000045c] -> fe649623
[INST] inst fetched from 0000045c -> fe649623
[STORE] fe649623 : rs1 9(00010000), rs2 6(ffffaaaa), funct3 1, imm fec
[ERROR] value passed to memwrite16u is more than 16-bits ffffaaaa, truncating to aaaa
ram[0000ffec]  = 0000aaaa(16) ; 00000000 -> 0000aaaa 
: pc -> 00000460(1120) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffaaaa : t2 -> 00005555 : 
: s0 -> 0000044c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 0e000000 : t4 -> 0e000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000460] -> fec4a383
[INST] inst fetched from 00000460 -> fec4a383
[LOAD] fec4a383 : rd 7, rs1 9(00010000), funct3 2, imm fec
ram[0000ffec] -> 0000aaaa
: pc -> 00000464(1124) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00010000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffaaaa : t2 -> 0000aaaa : 
: s0 -> 0000044c : s1 -> 00010000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
